OriginLat,OriginLon,AccessLat,AccessLon,People
50.2256777690384,-121.576914684631,50.22557,-121.5771,1
50.2257890777469,-121.577184982492,50.22557,-121.5771,1
50.2263123134793,-121.576822833098,50.22616,-121.5773,2
50.2266843574831,-121.580021921391,50.227,-121.5803,1
50.2269826753795,-121.580662539564,50.227,-121.5803,1
50.2269035364158,-121.579717518288,50.22673,-121.5797,3
50.22681218491,-121.57944820619,50.22673,-121.5797,3
50.2268608011343,-121.579792935875,50.22673,-121.5797,1
50.2270771336429,-121.579904131871,50.22673,-121.5797,5
50.2268782081347,-121.579259164398,50.22673,-121.5797,1
50.2269176476615,-121.579652015977,50.22673,-121.5797,3
50.226981226796,-121.579081761968,50.22673,-121.5797,5
50.2267904542153,-121.579352911526,50.22673,-121.5797,4
50.2270491023589,-121.579151341496,50.22673,-121.5797,4
50.2269876983838,-121.579691095761,50.22673,-121.5797,5
50.2266280770945,-121.57957082709,50.22673,-121.5797,3
50.2273681243058,-121.580684385606,50.22756,-121.5801,4
50.2272948063545,-121.580362350962,50.22756,-121.5801,3
50.2276007508763,-121.580708141021,50.22756,-121.5801,2
50.2271978426949,-121.579299407675,50.22726,-121.5798,3
50.2276467087872,-121.578709080444,50.22763,-121.5785,2
50.2283299397128,-121.580503385758,50.22802,-121.58,2
50.2281023047071,-121.58056682386,50.22802,-121.58,1
50.2278327951423,-121.579954419814,50.22816,-121.5799,1
50.2280588834691,-121.57974779447,50.22816,-121.5799,1
50.2289361928018,-121.579845996064,50.22872,-121.5797,2
50.2293381131535,-121.582584454254,50.22934,-121.5823,2
50.2296232696511,-121.581682109851,50.22912,-121.5814,1
50.2291180548191,-121.580904272668,50.22912,-121.5814,1
50.2293266350984,-121.579302180979,50.22931,-121.5796,3
50.2301573127411,-121.583012430538,50.22998,-121.5832,4
50.2298434112746,-121.582529728226,50.22989,-121.5823,4
50.2301717682233,-121.581774542367,50.22995,-121.5816,3
50.229677360339,-121.581038107619,50.22995,-121.5816,2
50.2297531010667,-121.579309168114,50.22988,-121.5793,3
50.2308422178801,-121.58352023961,50.23043,-121.5833,2
50.2307236836328,-121.583530105306,50.23043,-121.5833,1
50.2305806837191,-121.58333592108,50.23043,-121.5833,1
50.2306451481667,-121.582185525919,50.23062,-121.5822,3
50.2307456145472,-121.58249061264,50.23062,-121.5822,1
50.2304062394371,-121.580872232435,50.2305,-121.5813,2
50.2303176205149,-121.58130493684,50.2305,-121.5813,2
50.2302302372297,-121.581622974115,50.2305,-121.5813,1
50.2304626536274,-121.579980090735,50.23045,-121.5809,1
50.2304626735894,-121.580474128949,50.23045,-121.5809,4
50.2303011648863,-121.580262136622,50.23045,-121.5809,3
