OriginLat,OriginLon,AccessLat,AccessLon,People
50.1981555549167,-121.570324028389,50.1976547241211,-121.573204040527,2
50.204461544362,-121.575485448934,50.2022285461426,-121.573593139648,2
50.2028002299746,-121.576416875389,50.2022285461426,-121.573593139648,4
50.2035425147482,-121.57926442659,50.2022285461426,-121.573593139648,1
50.2044039424034,-121.578621154118,50.2022285461426,-121.573593139648,4
50.2002237815259,-121.5757580412,50.2022285461426,-121.573593139648,2
50.2031341779862,-121.568642065049,50.2023391723633,-121.573577880859,5
50.2077098049435,-121.589378015423,50.2069244384766,-121.593185424805,2
50.2057135622361,-121.580774983384,50.206958770752,-121.574424743652,1
50.2060711489424,-121.581167449581,50.206958770752,-121.574424743652,4
50.2062030800371,-121.579764009638,50.206958770752,-121.574424743652,2
50.2071457873808,-121.577938378064,50.206958770752,-121.574424743652,3
50.2069556088035,-121.56823046277,50.2065963745117,-121.57438659668,1
50.2045246966202,-121.57177011936,50.2065963745117,-121.57438659668,1
50.2086001066323,-121.573542569233,50.2065963745117,-121.57438659668,1
50.2070802206621,-121.573872468833,50.2065963745117,-121.57438659668,1
50.212908143437,-121.596945230502,50.2137298583984,-121.595771789551,1
50.2135786395862,-121.599589570648,50.2137298583984,-121.595771789551,2
50.2133802157383,-121.59008279397,50.2115936279297,-121.592559814453,5
50.2136969161449,-121.5939377132,50.2115936279297,-121.592559814453,1
50.2132763179826,-121.583966876801,50.2123031616211,-121.585456848145,4
50.210723746659,-121.585474298758,50.2123031616211,-121.585456848145,2
50.2102300319021,-121.581583543664,50.2123031616211,-121.585456848145,4
50.2128615197576,-121.575375673769,50.2110633850098,-121.575180053711,4
50.2132737436101,-121.570221088251,50.2101211547852,-121.569290161133,1
50.2128297144201,-121.563797399793,50.2117080688477,-121.565086364746,1
50.2118701183109,-121.559233624425,50.2117347717285,-121.558776855469,1
50.2163811321917,-121.599189026032,50.2137298583984,-121.595771789551,2
50.2179017233202,-121.59345919209,50.2159271240234,-121.591590881348,2
50.2168014427802,-121.584397342605,50.2168884277344,-121.585792541504,2
50.2171029248464,-121.581740725903,50.2168884277344,-121.585792541504,3
50.2168786687811,-121.587686029615,50.2168884277344,-121.585792541504,1
50.2141504408906,-121.58445117363,50.2168884277344,-121.585792541504,5
50.2146791455875,-121.586114965676,50.2168884277344,-121.585792541504,1
50.2178124570105,-121.583434992072,50.2168884277344,-121.585792541504,4
50.2172378567569,-121.581576485715,50.2168884277344,-121.585792541504,2
50.2153210094192,-121.575142868568,50.2158203125,-121.575042724609,5
50.2149990299266,-121.581061985044,50.2158203125,-121.575042724609,4
50.2169884032601,-121.581044899996,50.2158203125,-121.575042724609,4
50.2136167145731,-121.570836917289,50.2156982421875,-121.575035095215,1
